,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths,Month-Year,Date Shifted,Confirmed Daily,Recovered Daily,Deaths Daily
17280,"Weber, UT",US,41.2603,-111.9522,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17281,"Bennington County, VT",US,43.0279,-73.135,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17282,"Carver County, MN",US,44.8254,-93.7842,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17283,"Charlotte County, FL",US,26.8946,-81.9098,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17284,"Cherokee County, GA",US,34.2515,-84.4803,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17285,"Collin County, TX",US,33.1795,-96.493,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17286,"Jefferson County, KY",US,38.1938,-85.6435,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17287,"Jefferson Parish, LA",US,29.6499,-90.1121,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17288,"Shasta County, CA",US,40.7909,-121.8474,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17289,"Spartanburg County, SC",US,34.8606,-81.9535,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17290,"Harrison County, KY",US,38.4333,-84.3542,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17291,"Johnson County, IA",US,41.6699,-91.5984,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17292,"Berkshire County, MA",US,42.3118,-73.1822,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17293,"Davidson County, TN",US,36.1343,-86.822,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17294,"Douglas County, OR",US,43.1261,-123.2492,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17295,"Fresno County, CA",US,36.9859,-119.2321,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17296,"Harford County, MD",US,39.5839,-76.3637,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17297,"Hendricks County, IN",US,39.8065,-86.5401,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17298,"Hudson County, NJ",US,40.7453,-74.0535,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17299,"Johnson County, KS",US,38.8454,-94.8521,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17300,"Kittitas County, WA",US,47.175,-120.9319,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17301,"Manatee County, FL",US,27.4799,-82.3452,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17302,"Marion County, OR",US,44.8446,-122.5927,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17303,"Okaloosa County, FL",US,30.5773,-86.6611,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17304,"Polk County, GA",US,34.0132,-85.1479,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17305,"Riverside County, CA",US,33.9533,-117.3961,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17306,"Shelby County, TN",US,35.1269,-89.9253,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17307,"St. Louis County, MO",US,38.6103,-90.4125,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17308,"Suffolk County, NY",US,40.9849,-72.6151,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17309,"Ulster County, NY",US,41.8586,-74.3118,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17310,"Volusia County, FL",US,29.028,-81.0755,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17311,"Fairfax County, VA",US,38.9085,-77.2405,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17312,"Rockingham County, NH",US,42.9931,-71.0498,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17313,"Washington, D.C.",US,38.9072,-77.0369,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17314,"Montgomery County, PA",US,40.229,-75.3879,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17315,"Alameda County, CA",US,37.6017,-121.7195,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17316,"Broward County, FL",US,26.1901,-80.3659,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17317,"Lee County, FL",US,26.663,-81.9535,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17318,"Pinal County, AZ",US,32.8162,-111.2845,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17319,"Rockland County, NY",US,41.1489,-73.983,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17320,"Saratoga County, NY",US,43.0324,-73.936,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17321,"Charleston County, SC",US,32.7957,-79.7848,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17322,"Clark County, WA",US,45.7466,-122.5194,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17323,"Cobb County, GA",US,33.8999,-84.5641,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17324,"Davis County, UT",US,40.9629,-112.0953,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17325,"El Paso County, CO",US,38.9108,-104.4723,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17326,"Honolulu County, HI",US,21.307,-157.8584,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17327,"Jackson County, OR ",US,42.3345,-122.7647,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17328,"Jefferson County, WA",US,47.7425,-123.304,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17329,"Kershaw County, SC",US,34.3672,-80.5883,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17330,"Klamath County, OR",US,42.6953,-121.6142,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17331,"Madera County, CA",US,37.2519,-119.6963,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17332,"Pierce County, WA",US,47.0676,-122.1295,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17333,"Tulsa County, OK",US,36.1593,-95.941,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17334,"Douglas County, CO",US,39.2587,-104.9389,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17335,"Providence County, RI",US,41.8882,-71.4774,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17336,"Chatham County, NC",US,35.7211,-79.1781,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17337,"Delaware County, PA",US,39.9078,-75.3879,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17338,"Douglas County, NE",US,41.3148,-96.1951,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17339,"Fayette County, KY",US,38.0606,-84.4803,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17340,"Marion County, IN",US,39.8362,-86.1752,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17341,"Middlesex County, MA",US,42.4672,-71.2874,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17342,"Nassau County, NY",US,40.6546,-73.5594,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17343,"Ramsey County, MN",US,44.9964,-93.0616,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17344,"Washoe County, NV",US,40.5608,-119.6035,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17345,"Wayne County, PA",US,41.6739,-75.2479,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17346,"Yolo County, CA",US,38.7646,-121.9018,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17347,"Santa Clara County, CA",US,37.3541,-121.9552,2020-02-25,2.0,1.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17348,"Clark County, NV",US,36.0796,-115.094,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17349,"Fort Bend County, TX",US,29.5693,-95.8143,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17350,"Grant County, WA",US,47.1981,-119.3732,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17351,"Santa Rosa County, FL",US,30.769,-86.9824,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17352,"Williamson County, TN",US,35.9179,-86.8622,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17353,"New York County, NY",US,40.7128,-74.006,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17354,"Montgomery County, MD",US,39.1547,-77.2405,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17355,"Suffolk County, MA",US,42.3601,-71.0589,2020-02-25,1.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17356,"Denver County, CO",US,39.7392,-104.9903,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17357,"Summit County, CO",US,39.5912,-106.064,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17358,"Bergen County, NJ",US,40.9263,-74.077,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17359,"Harris County, TX",US,29.7752,-95.3103,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17360,"San Francisco County, CA",US,37.7749,-122.4194,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17361,"Contra Costa County, CA",US,37.8534,-121.9018,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17362,"Orange County, CA",US,33.7879,-117.8531,2020-02-25,1.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17363,"Norfolk County, MA",US,42.1767,-71.1449,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17364,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-25,1.0,1.0,0.0,Feb-2020,2020-02-26,0.0,1.0,0.0
17365,"Wake County, NC",US,35.8032,-78.5661,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17366,"Westchester County, NY",US,41.122,-73.7949,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17367,"Grafton County, NH",US,43.9088,-71.82600000000001,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17368,"Hillsborough, FL",US,27.9904,-82.3018,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17369,"Placer County, CA",US,39.0916,-120.8039,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17370,"San Mateo, CA",US,37.563,-122.3255,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17371,"Sonoma County, CA",US,38.578,-122.9888,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17372,"Umatilla, OR",US,45.775,-118.7606,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17373,"Fulton County, GA",US,33.8034,-84.3963,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17374,"Washington County, OR",US,45.547,-123.1386,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17375,"Snohomish County, WA",US,48.033,-121.8339,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17376,"Humboldt County, CA",US,40.745,-123.8695,2020-02-25,1.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17377,"Sacramento County, CA",US,38.4747,-121.3542,2020-02-25,1.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17378,"San Diego County, CA",US,32.7157,-117.1611,2020-02-25,2.0,1.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17379,"San Benito, CA",US,36.5761,-120.9876,2020-02-25,2.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17380,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-25,1.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17381,"King County, WA",US,47.6062,-122.3321,2020-02-25,1.0,1.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17382,"Cook County, IL",US,41.7377,-87.6976,2020-02-25,2.0,2.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17383,"Skagit, WA",US,48.4242,-121.7114,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17384,"Thurston, WA",US,46.8646,-122.7696,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17385,"Island, WA",US,48.1976,-122.5795,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17386,"Whatcom, WA",US,48.8787,-121.9719,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17387,"Marin, CA",US,38.0834,-122.7633,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17388,"Calaveras, CA",US,38.196,-120.6805,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17389,"Stanislaus, CA",US,37.5091,-120.9876,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17390,"San Joaquin, CA",US,36.6066,-120.189,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17391,"Essex, MA",US,42.632,-70.7829,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17392,"Charlton, GA",US,30.7917,-82.0843,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17393,"Collier, FL",US,26.07,-81.4279,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17394,"Pinellas, FL",US,27.8764,-82.7779,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17395,"Alachua, FL",US,29.7938,-82.4944,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17396,"Nassau, FL",US,30.5927,-81.8224,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17397,"Pasco, FL",US,28.3232,-82.4319,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17398,"Dallas, TX",US,32.7767,-96.797,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17399,"Tarrant, TX",US,32.7732,-97.3517,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17400,"Montgomery, TX",US,30.3883,-95.6963,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17401,"Middlesex, NJ",US,40.5726,-74.4927,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17402,"Jefferson, CO",US,39.58,-105.2663,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17403,"Multnomah, OR",US,45.5146,-122.5863,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17404,"Polk, OR",US,44.9267,-123.4919,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17405,"Deschutes, OR",US,43.8325,-121.2617,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17406,"McHenry, IL",US,42.3334,-88.2668,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17407,"Lake, IL",US,42.3689,-87.8272,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17408,"Bucks, PA",US,40.4108,-75.2479,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17409,"Hanover, VA",US,37.7772,-77.5161,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17410,"Lancaster, SC",US,34.7253,-80.6771,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17411,"Sullivan, TN",US,36.4933,-82.3452,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17412,"Johnson, IN",US,39.4638,-86.1345,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17413,"Howard, IN",US,40.4483,-86.1345,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17414,"St. Joseph, IN",US,41.6228,-86.3377,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17415,"Knox, NE",US,42.6712,-97.8722,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17416,"Stark, OH",US,40.8685,-81.2519,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17417,"Anoka, MN",US,45.3293,-93.2197,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17418,"Olmsted, MN",US,43.9952,-92.3814,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17419,"Summit, UT",US,40.8298,-110.9984,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17420,"Fairfield, CT",US,41.256,-73.3709,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17421,"Litchfield, CT",US,41.7866,-73.2765,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17422,"Orleans, LA",US,29.9511,-90.0715,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17423,"Pennington, SD",US,43.8901,-102.2548,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17424,"Beadle, SD",US,44.4797,-98.2213,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17425,"Charles Mix, SD",US,43.0985,-98.3965,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17426,"Davison, SD",US,43.7242,-98.2213,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17427,"Minnehaha, SD",US,43.6632,-96.8351,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17428,"Bon Homme, SD",US,42.9815,-97.8722,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17429,"Socorro, NM",US,33.8837,-106.7235,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17430,"Bernalillo, NM",US,35.0178,-106.6291,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17431,"Oakland, MI",US,42.5922,-83.3362,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17432,"Wayne, MI",US,42.2791,-83.3362,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17433,"New Castle, DE",US,39.5393,-75.6674,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17434,Cuba,Cuba,22.0,-80.0,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17435,Guyana,Guyana,5.0,-58.75,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17436,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17437,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-25,13.0,8.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17438,Kazakhstan,Kazakhstan,48.0196,66.9237,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17439,French Polynesia,France,-17.6797,149.4068,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17440,Manitoba,Canada,53.7609,-98.8139,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17441,Saskatchewan,Canada,52.9399,-106.4509,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17442,Ethiopia,Ethiopia,9.145,40.4897,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17443,Sudan,Sudan,12.8628,30.2176,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17444,Guinea,Guinea,9.9456,-9.6966,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17445,Grand Princess,Canada,37.6489,-122.6655,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17446,Kenya,Kenya,-0.0236,37.9062,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17447,Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17448,Alabama,US,32.3182,-86.9023,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17449,Uruguay,Uruguay,-32.5228,-55.7658,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17450,Ghana,Ghana,7.9465,-1.0232,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17451,Puerto Rico,US,18.2208,-66.5901,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17452,Namibia,Namibia,-22.9576,18.4904,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17453,Seychelles,Seychelles,-4.6796,55.492,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17454,Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17455,Venezuela,Venezuela,6.4238,-66.5897,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17456,Eswatini,Eswatini,-26.5225,31.4659,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17457,Gabon,Gabon,-0.8037,11.6094,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17458,Guatemala,Guatemala,15.7835,-90.2308,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17459,Mauritania,Mauritania,21.0079,10.9408,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17460,Rwanda,Rwanda,-1.9403,29.8739,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17461,Saint Lucia,Saint Lucia,13.9094,-60.9789,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17462,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17463,Suriname,Suriname,3.9193,-56.0278,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17464,French Guiana,France,3.9339,-53.1258,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17465,Guam,US,13.4443,144.7937,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17466,Kosovo,Kosovo,42.6026,20.903,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17467,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17468,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17469,Central African Republic,Central African Republic,6.6111,20.9394,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17470,Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17471,Equatorial Guinea,Equatorial Guinea,1.5,10.0,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17472,Mayotte,France,-12.8275,45.1662,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17473,Uzbekistan,Uzbekistan,41.3775,64.5853,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17474,Netherlands,Netherlands,52.1326,5.2913,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
17475,Nova Scotia,Canada,44.682,-63.7443,2020-02-25,0.0,0.0,0.0,Feb-2020,2020-02-26,0.0,0.0,0.0
