,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths,Month-Year,Date Shifted,Confirmed Daily,Recovered Daily,Deaths Daily
8355,"Fulton County, GA",US,33.8034,-84.3963,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8356,"Washington County, OR",US,45.547,-123.1386,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8357,"Snohomish County, WA",US,48.033,-121.8339,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8358,"Humboldt County, CA",US,40.745,-123.8695,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8359,"Sacramento County, CA",US,38.4747,-121.3542,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8360,"San Diego County, CA",US,32.7157,-117.1611,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8361,"San Benito, CA",US,36.5761,-120.9876,2020-02-07,2.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8362,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-07,1.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8363,"King County, WA",US,47.6062,-122.3321,2020-02-07,1.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8364,"Cook County, IL",US,41.7377,-87.6976,2020-02-07,2.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8365,"Skagit, WA",US,48.4242,-121.7114,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8366,"Thurston, WA",US,46.8646,-122.7696,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8367,"Island, WA",US,48.1976,-122.5795,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8368,"Whatcom, WA",US,48.8787,-121.9719,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8369,"Marin, CA",US,38.0834,-122.7633,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8370,"Calaveras, CA",US,38.196,-120.6805,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8371,"Stanislaus, CA",US,37.5091,-120.9876,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8372,"San Joaquin, CA",US,36.6066,-120.189,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8373,"Essex, MA",US,42.632,-70.7829,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8374,"Charlton, GA",US,30.7917,-82.0843,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8375,"Collier, FL",US,26.07,-81.4279,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8376,"Pinellas, FL",US,27.8764,-82.7779,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8377,"Alachua, FL",US,29.7938,-82.4944,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8378,"Nassau, FL",US,30.5927,-81.8224,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8379,"Pasco, FL",US,28.3232,-82.4319,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8380,"Dallas, TX",US,32.7767,-96.797,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8381,"Tarrant, TX",US,32.7732,-97.3517,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8382,"Montgomery, TX",US,30.3883,-95.6963,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8383,"Middlesex, NJ",US,40.5726,-74.4927,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8384,"Jefferson, CO",US,39.58,-105.2663,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8385,"Multnomah, OR",US,45.5146,-122.5863,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8386,"Polk, OR",US,44.9267,-123.4919,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8387,"Deschutes, OR",US,43.8325,-121.2617,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8388,"McHenry, IL",US,42.3334,-88.2668,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8389,"Lake, IL",US,42.3689,-87.8272,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8390,"Bucks, PA",US,40.4108,-75.2479,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8391,"Hanover, VA",US,37.7772,-77.5161,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8392,"Lancaster, SC",US,34.7253,-80.6771,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8393,"Sullivan, TN",US,36.4933,-82.3452,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8394,"Johnson, IN",US,39.4638,-86.1345,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8395,"Howard, IN",US,40.4483,-86.1345,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8396,"St. Joseph, IN",US,41.6228,-86.3377,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8397,"Knox, NE",US,42.6712,-97.8722,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8398,"Stark, OH",US,40.8685,-81.2519,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8399,"Anoka, MN",US,45.3293,-93.2197,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8400,"Olmsted, MN",US,43.9952,-92.3814,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8401,"Summit, UT",US,40.8298,-110.9984,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8402,"Fairfield, CT",US,41.256,-73.3709,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8403,"Litchfield, CT",US,41.7866,-73.2765,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8404,"Orleans, LA",US,29.9511,-90.0715,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8405,"Pennington, SD",US,43.8901,-102.2548,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8406,"Beadle, SD",US,44.4797,-98.2213,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8407,"Charles Mix, SD",US,43.0985,-98.3965,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8408,"Davison, SD",US,43.7242,-98.2213,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8409,"Minnehaha, SD",US,43.6632,-96.8351,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8410,"Bon Homme, SD",US,42.9815,-97.8722,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8411,"Socorro, NM",US,33.8837,-106.7235,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8412,"Bernalillo, NM",US,35.0178,-106.6291,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8413,"Oakland, MI",US,42.5922,-83.3362,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8414,"Wayne, MI",US,42.2791,-83.3362,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8415,"New Castle, DE",US,39.5393,-75.6674,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8416,Cuba,Cuba,22.0,-80.0,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8417,Guyana,Guyana,5.0,-58.75,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8418,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8419,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-02-07,3.0,0.0,0.0,Feb-2020,2020-02-08,1.0,0.0,0.0
8420,Kazakhstan,Kazakhstan,48.0196,66.9237,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8421,French Polynesia,France,-17.6797,149.4068,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8422,Manitoba,Canada,53.7609,-98.8139,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8423,Saskatchewan,Canada,52.9399,-106.4509,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8424,Ethiopia,Ethiopia,9.145,40.4897,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8425,Sudan,Sudan,12.8628,30.2176,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8426,Guinea,Guinea,9.9456,-9.6966,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8427,Grand Princess,Canada,37.6489,-122.6655,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8428,Kenya,Kenya,-0.0236,37.9062,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8429,Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8430,Alabama,US,32.3182,-86.9023,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8431,Uruguay,Uruguay,-32.5228,-55.7658,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8432,Ghana,Ghana,7.9465,-1.0232,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8433,Puerto Rico,US,18.2208,-66.5901,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8434,Namibia,Namibia,-22.9576,18.4904,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8435,Seychelles,Seychelles,-4.6796,55.492,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8436,Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8437,Venezuela,Venezuela,6.4238,-66.5897,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8438,Eswatini,Eswatini,-26.5225,31.4659,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8439,Gabon,Gabon,-0.8037,11.6094,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8440,Guatemala,Guatemala,15.7835,-90.2308,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8441,Mauritania,Mauritania,21.0079,10.9408,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8442,Rwanda,Rwanda,-1.9403,29.8739,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8443,Saint Lucia,Saint Lucia,13.9094,-60.9789,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8444,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8445,Suriname,Suriname,3.9193,-56.0278,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8446,French Guiana,France,3.9339,-53.1258,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8447,Guam,US,13.4443,144.7937,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8448,Kosovo,Kosovo,42.6026,20.903,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8449,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8450,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8451,Central African Republic,Central African Republic,6.6111,20.9394,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8452,Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8453,Equatorial Guinea,Equatorial Guinea,1.5,10.0,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8454,Mayotte,France,-12.8275,45.1662,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8455,Uzbekistan,Uzbekistan,41.3775,64.5853,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8456,Netherlands,Netherlands,52.1326,5.2913,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8457,Nova Scotia,Canada,44.682,-63.7443,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8458,Guadeloupe,France,16.25,-61.5833,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8459,Benin,Benin,9.3077,2.3158,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8460,Liberia,Liberia,6.4281,-9.4295,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8461,Curacao,Netherlands,12.1696,-68.99,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8462,Somalia,Somalia,5.1521,46.1996,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8463,Tanzania,Tanzania,-6.369,34.8888,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8464,Virgin Islands,US,18.3358,-64.8963,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8465,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8466,Reunion,France,-21.1351,55.2471,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8467,Barbados,Barbados,13.1939,-59.5432,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8468,Montenegro,Montenegro,42.5,19.3,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8469,Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8470,Mauritius,Mauritius,-20.2,57.5,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8471,Aruba,Netherlands,12.5186,-70.0358,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8472,Zambia,Zambia,-15.4167,28.2833,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8473,Djibouti,Djibouti,11.8251,42.5903,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8474,"Gambia, The","Gambia, The",13.4432,-15.3101,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8475,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8476,"Bahamas, The","Bahamas, The",25.0343,-77.3963,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8477,Greenland,Denmark,71.7069,-42.6043,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8478,New Caledonia,France,-20.9043,165.618,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8479,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8480,Chad,Chad,15.4542,18.7322,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8481,El Salvador,El Salvador,13.7942,-88.8965,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8482,Fiji,Fiji,-17.7134,178.065,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8483,Nicaragua,Nicaragua,12.8654,-85.2072,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8484,Madagascar,Madagascar,-18.7669,46.8691,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8485,Haiti,Haiti,18.9712,-72.2852,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8486,Angola,Angola,-11.2027,17.8739,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8487,Cabo Verde,Cabo Verde,16.5388,-23.0418,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8488,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8489,Niger,Niger,17.6078,8.0817,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8490,Papua New Guinea,Papua New Guinea,-6.315,143.9555,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8491,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8492,Zimbabwe,Zimbabwe,-20.0,30.0,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8493,Northwest Territories,Canada,64.8255,-124.8457,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8494,Cape Verde,Cape Verde,15.1111,-23.6167,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8495,East Timor,East Timor,-8.55,125.56,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8496,Eritrea,Eritrea,15.1794,39.7823,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8497,Uganda,Uganda,1.0,32.0,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8498,Dominica,Dominica,15.415,-61.371,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8499,Grenada,Grenada,12.1165,-61.679,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8500,Mozambique,Mozambique,-18.6657,35.5296,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8501,Syria,Syria,34.8021,38.9968,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8502,Timor-Leste,Timor-Leste,-8.8742,125.7275,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8503,Guadeloupe,Guadeloupe,16.265,-61.551,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8504,Reunion,Reunion,-21.1151,55.5364,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8505,French Guiana,French Guiana,3.9339,-53.1258,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8506,Mayotte,Mayotte,-12.8275,45.1662,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8507,United States Virgin Islands,US,18.3358,-64.8963,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8508,US,US,37.0902,-95.7129,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8509,Greenland,Greenland,72.0,-40.0,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8510,Guam,Guam,13.4443,144.7937,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8511,Guernsey,Guernsey,49.45,-2.58,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8512,Jersey,Jersey,49.19,-2.11,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8513,Puerto Rico,Puerto Rico,18.2,-66.5,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8514,Republic of the Congo,Republic of the Congo,-1.44,15.556,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8515,The Bahamas,The Bahamas,24.25,-76.0,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8516,The Gambia,The Gambia,13.4667,-16.6,2020-02-07,0.0,0.0,0.0,Feb-2020,2020-02-08,0.0,0.0,0.0
8517,Thailand,Thailand,15.0,101.0,2020-02-08,32.0,10.0,0.0,Feb-2020,2020-02-09,7.0,5.0,0.0
8518,Japan,Japan,36.0,138.0,2020-02-08,25.0,1.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8519,Singapore,Singapore,1.2833,103.8333,2020-02-08,33.0,2.0,0.0,Feb-2020,2020-02-09,3.0,2.0,0.0
8520,Nepal,Nepal,28.1667,84.25,2020-02-08,1.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8521,Malaysia,Malaysia,2.5,112.5,2020-02-08,16.0,1.0,0.0,Feb-2020,2020-02-09,4.0,0.0,0.0
8522,British Columbia,Canada,49.2827,-123.1207,2020-02-08,4.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8523,New South Wales,Australia,-33.8688,151.2093,2020-02-08,4.0,2.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8524,Victoria,Australia,-37.8136,144.9631,2020-02-08,4.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8525,Queensland,Australia,-28.0167,153.4,2020-02-08,5.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8526,Cambodia,Cambodia,11.55,104.9167,2020-02-08,1.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8527,Sri Lanka,Sri Lanka,7.0,81.0,2020-02-08,1.0,1.0,0.0,Feb-2020,2020-02-09,0.0,1.0,0.0
8528,Germany,Germany,51.0,9.0,2020-02-08,13.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8529,Finland,Finland,64.0,26.0,2020-02-08,1.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8530,United Arab Emirates,United Arab Emirates,24.0,54.0,2020-02-08,7.0,0.0,0.0,Feb-2020,2020-02-09,2.0,0.0,0.0
8531,Philippines,Philippines,13.0,122.0,2020-02-08,3.0,0.0,1.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8532,India,India,21.0,78.0,2020-02-08,3.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8533,Italy,Italy,43.0,12.0,2020-02-08,3.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8534,Sweden,Sweden,63.0,16.0,2020-02-08,1.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8535,Spain,Spain,40.0,-4.0,2020-02-08,1.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8536,South Australia,Australia,-34.9285,138.6007,2020-02-08,2.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8537,Belgium,Belgium,50.8333,4.0,2020-02-08,1.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8538,Egypt,Egypt,26.0,30.0,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8539,From Diamond Princess,Australia,35.4437,139.638,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8540,Lebanon,Lebanon,33.8547,35.8623,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8541,Iraq,Iraq,33.0,44.0,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8542,Oman,Oman,21.0,57.0,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8543,Afghanistan,Afghanistan,33.0,65.0,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8544,Bahrain,Bahrain,26.0275,50.55,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8545,Kuwait,Kuwait,29.5,47.75,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8546,Algeria,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8547,Croatia,Croatia,45.1,15.2,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8548,Switzerland,Switzerland,46.8182,8.2275,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8549,Austria,Austria,47.5162,14.5501,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8550,Israel,Israel,31.0,35.0,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8551,Pakistan,Pakistan,30.3753,69.3451,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8552,Brazil,Brazil,-14.235,-51.9253,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
8553,Georgia,Georgia,42.3154,43.3569,2020-02-08,0.0,0.0,0.0,Feb-2020,2020-02-09,0.0,0.0,0.0
